date,Candidate_name,Comment,Election_year,Postal_data,Poll_data,Final_percentage
12/31/2014,Mahinda,Happy new year to you my king !!! All the best !!!!!,2015,45.04,45.46,47.58
12/31/2014,Mahinda,go sri lanka go...,2015,45.04,45.46,47.58
12/31/2014,Mahinda,Good luck .,2015,45.04,45.46,47.58
12/31/2014,Mahinda,win,2015,45.04,45.46,47.58
12/31/2014,Mahinda,"Good luck, president",2015,45.04,45.46,47.58
12/31/2014,Mahinda,congratulations my king,2015,45.04,45.46,47.58
12/31/2014,Mahinda,This is a very strong message to the entire nation.,2015,45.04,45.46,47.58
12/31/2014,Mahinda,curse the family power,2015,45.04,45.46,47.58
12/31/2014,Mahinda,laughing from my ass,2015,45.04,45.46,47.58
12/31/2014,Mahinda,"Dear Sir , Please give right and left to the Jumpers. Do not give them any chance to comeback to politics. and acquire their assets collected during the stay in the Parliament. This is a must.",2015,45.04,45.46,47.58
12/30/2014,Mahinda,you frogot us,2015,45.04,45.46,47.58
12/30/2014,Mahinda,"All what you say to people are lies. According to five precepts, a new hell needs to be constructed for you to go",2015,45.04,45.46,47.58
12/30/2014,Mahinda,"Is this development!? sorry sir, this is not a development; this is a luxury",2015,45.04,45.46,47.58
12/30/2014,Mahinda,Don't Mention the War! - Fawlty Towers -,2015,45.04,45.46,47.58
12/30/2014,Mahinda,you stopped the war but how about political war which is flourishing under your patronage,2015,45.04,45.46,47.58
12/30/2014,Mahinda,please explain how you stopped the war and tell me what is principles of war and what tactics you used,2015,45.04,45.46,47.58
12/30/2014,Mahinda,Excellent video,2015,45.04,45.46,47.58
12/30/2014,Mahinda,"Dear President, You are the REAL FATHER OF THE NATION, Since you defeated bloody LTTE TERRORISM and United , Protected OUR BELOVED MOTHERLAND AS ONE NATION forever. Now ALL SRI LANKANS (SINHALESE, TAMILS, MUSLIMS, MALAYS, BURGERS) Live in Harmony together with GREAT BROTHERHOOD ! So ALL SRI LANKANS with every PATRIOTS except TRAITORS always with you !!!",2015,45.04,45.46,47.58
12/30/2014,Mahinda,Wow!!! That's right. U are the father of our Country. God bless U.,2015,45.04,45.46,47.58
12/30/2014,Mahinda,your our father,2015,45.04,45.46,47.58
12/26/2014,Mahinda,good mahinda,2015,45.04,45.46,47.58
12/26/2014,Mahinda,love,2015,45.04,45.46,47.58
12/26/2014,Mahinda,win,2015,45.04,45.46,47.58
12/26/2014,Mahinda,the best is our president mahinda,2015,45.04,45.46,47.58
12/26/2014,Mahinda,respect you,2015,45.04,45.46,47.58
12/26/2014,Mahinda,our future is you,2015,45.04,45.46,47.58
12/26/2014,Mahinda,our wishes always our president,2015,45.04,45.46,47.58
12/26/2014,Mahinda,beautiful,2015,45.04,45.46,47.58
12/26/2014,Mahinda,father of a nation,2015,45.04,45.46,47.58
12/26/2014,Mahinda,very sweet,2015,45.04,45.46,47.58
12/24/2014,Mahinda,this is natural not acting... good luck Mr president...,2015,45.04,45.46,47.58
12/24/2014,Mahinda,super,2015,45.04,45.46,47.58
12/24/2014,Mahinda,good father,2015,45.04,45.46,47.58
12/24/2014,Mahinda,good luck,2015,45.04,45.46,47.58
12/24/2014,Mahinda,win for sure,2015,45.04,45.46,47.58
12/24/2014,Mahinda,thnks sir,2015,45.04,45.46,47.58
12/24/2014,Mahinda,hundred thousand dollar watch',2015,45.04,45.46,47.58
12/24/2014,Mahinda,Wow,2015,45.04,45.46,47.58
12/24/2014,Mahinda,saved us from war,2015,45.04,45.46,47.58
12/24/2014,Mahinda,super king,2015,45.04,45.46,47.58
12/22/2014,Mahinda,great,2015,45.04,45.46,47.58
12/22/2014,Mahinda,laugh out loud,2015,45.04,45.46,47.58
12/22/2014,Mahinda,well done,2015,45.04,45.46,47.58
12/22/2014,Mahinda,super,2015,45.04,45.46,47.58
12/22/2014,Mahinda,lets vote,2015,45.04,45.46,47.58
12/22/2014,Mahinda,miracle of mahinda,2015,45.04,45.46,47.58
12/22/2014,Mahinda,u a only one king in our country...we with u...........gd luck..,2015,45.04,45.46,47.58
12/22/2014,Mahinda,Come back and join your brothers and sisters and support them in getting their rights.,2015,45.04,45.46,47.58
12/22/2014,Mahinda,Would you like to go back to that dark age? You should think about this and decide..!,2015,45.04,45.46,47.58
12/22/2014,Mahinda,dark era,2015,45.04,45.46,47.58
12/21/2014,Mahinda,win sure,2015,45.04,45.46,47.58
12/21/2014,Mahinda,our president,2015,45.04,45.46,47.58
12/14/2014,Mahinda,Good luck PRESIDENT M.R Good luck sri lanka We are all with you always.,2015,45.04,45.46,47.58
12/14/2014,Mahinda,We are all with you PRESIDENT M.R,2015,45.04,45.46,47.58
12/14/2014,Mahinda,never,2015,45.04,45.46,47.58
12/14/2014,Mahinda,Well com to our king mahinda rajapaksha,2015,45.04,45.46,47.58
12/14/2014,Mahinda,people are with you,2015,45.04,45.46,47.58
12/14/2014,Mahinda,PRESIDENT M.R WE ARE ALL WITH YOU YOUR NEVER ALONE,2015,45.04,45.46,47.58
12/14/2014,Mahinda,wish of the country,2015,45.04,45.46,47.58
12/14/2014,Mahinda,lets win mahinda father so his sons can have fun,2015,45.04,45.46,47.58
12/14/2014,Mahinda,vote for mahinda,2015,45.04,45.46,47.58
12/14/2014,Mahinda,devils,2015,45.04,45.46,47.58
12/4/2014,Mahinda,ever win for mahinda,2015,45.04,45.46,47.58
12/4/2014,Mahinda,vote for mahinda,2015,45.04,45.46,47.58
12/4/2014,Mahinda,this is the real leader,2015,45.04,45.46,47.58
12/1/2014,Mahinda,Excellent video,2015,45.04,45.46,47.58
12/1/2014,Mahinda,good,2015,45.04,45.46,47.58
12/1/2014,Mahinda,mahidna win,2015,45.04,45.46,47.58
12/1/2014,Mahinda,good job,2015,45.04,45.46,47.58
12/1/2014,Mahinda,congratulations my king,2015,45.04,45.46,47.58
12/1/2014,Mahinda,Good work you have done we all appreciate. I am sure i will have many likes for this post,2015,45.04,45.46,47.58
12/1/2014,Mahinda,This all money make for u and ur family.. not useful for public,2015,45.04,45.46,47.58
12/1/2014,Mahinda,great job,2015,45.04,45.46,47.58
12/1/2014,Mahinda,Perfect if not for the #mahindarajapaksha cut out.,2015,45.04,45.46,47.58
11/26/2014,Mahinda,"This is Tomorrow, Dictator is going home",2015,45.04,45.46,47.58
11/26/2014,Mahinda,god bless you,2015,45.04,45.46,47.58
11/26/2014,Mahinda,Appointments for shoppers only. Not available to the eligible.,2015,45.04,45.46,47.58
11/26/2014,Mahinda,your joking,2015,45.04,45.46,47.58
11/26/2014,Mahinda,"It is the duty of every parent to appoint such a public leader of our country as a life president not three times but six or seven times. If you want to see your sons and daughters as employed people and not as jobless people after completing their education, join together with Mr. Mahinda Rajapaksa this time.",2015,45.04,45.46,47.58
11/26/2014,Mahinda,win,2015,45.04,45.46,47.58
11/26/2014,Mahinda,There is no option to our people without you .Mr president go head now you are in one horse race,2015,45.04,45.46,47.58
11/25/2014,Mahinda,vote for maithri,2015,45.04,45.46,47.58
11/25/2014,Mahinda,proud srilanka,2015,45.04,45.46,47.58
11/25/2014,Mahinda,win,2015,45.04,45.46,47.58
11/25/2014,Mahinda,win win,2015,45.04,45.46,47.58
11/24/2014,Mahinda,"Stupid Harako, this guy intended to be innocent, the frustration of the people who give it, and the Harako is wrote to them ,,,, the",2015,45.04,45.46,47.58
11/24/2014,Mahinda,The charter thing is to take the fact that Mahinda won the election even though he has no life and post the president big.,2015,45.04,45.46,47.58
11/24/2014,Mahinda,"Man, it is said that there is no advantage in voting for your father. you don't understand Sinhala",2015,45.04,45.46,47.58
11/24/2014,Mahinda,Namal Baby. Please try to understand. People do not like you ore respect you . There are some blind followers . Day by day your facebook posts are criticized. You still have you young life ahead. Do something with your life. Be honest for at least once. You dont have to be the same scam your dad was.,2015,45.04,45.46,47.58
11/24/2014,Mahinda,But Mr.President has to understand the value of democracy. I think he is now moving away from that due to the greediness to power. Otherwise what is the reason for going an early election when there is another 2 years of the term..,2015,45.04,45.46,47.58
11/24/2014,Mahinda,Hon. Namal Rajapaksha. Pls change ur father and father's brothers towards democracy and good governance. Other wise u asking vote to ur father is a major crime against d mother SL. We respect this country rather than ur family government.,2015,45.04,45.46,47.58
11/24/2014,Mahinda,do not forget 30 year LTT problem if you need give country back to them bring Ranile to front,2015,45.04,45.46,47.58
11/24/2014,Mahinda,very funny,2015,45.04,45.46,47.58
11/24/2014,Mahinda,people proved it in last presidential election and general election,2015,45.04,45.46,47.58
11/24/2014,Mahinda,destroyed the country by bringning forard the fact of winning war,2015,45.04,45.46,47.58
11/22/2014,Mahinda,Hats off Lord,2015,45.04,45.46,47.58
11/22/2014,Mahinda,you are great leader i say win,2015,45.04,45.46,47.58
11/22/2014,Mahinda,"hon. President, You promised to end 30 years war, YOU DID IT. Now You implement huge development to our country, WE SEE IT NOW. You are one and only leader can take this country forward.",2015,45.04,45.46,47.58
11/22/2014,Mahinda,We never forget our past.,2015,45.04,45.46,47.58
11/22/2014,Mahinda,wish you the best and defa you will win. We all are there to back u up. All the best.,2015,45.04,45.46,47.58
11/22/2014,Mahinda,"Whether you win or not, Dear President, thank you for saving and not making our country a colony of another powerful country!",2015,45.04,45.46,47.58
11/22/2014,Mahinda,"very true, Gay Ranil will only give gold chains to boys",2015,45.04,45.46,47.58
11/22/2014,Mahinda,Don't let the betrayal of your 'fake' friends bring you down.....we are with you no matter what,2015,45.04,45.46,47.58
11/22/2014,Mahinda,no one can beat Mahinda,2015,45.04,45.46,47.58
11/22/2014,Mahinda,We are living & enjoying so much peace today. and we see lot of development going on.....So why we should change........obviously there is no reason now.........Obathumata Jayawewa,2015,45.04,45.46,47.58
11/22/2014,Mahinda,you lier,2015,45.04,45.46,47.58
11/22/2014,Mahinda,"Mahinda is make very big mistake by giving freedom to law breakers to play with law. S, what Maithree told is correct. A sald has been made. What can happen after taste? If not every individual change there selfish expectation including you and me, things will be worse. Even voters, no matter in between extreme right UNP and extreme left JVP every body has to change their political expectation. Evil queen Chandrika act well. What ever, Mithree told is correct, but evil queen dream to bring his son to SLFP leadership and get secure her heritage and get revenge from Mahinda seem to be bit success. Mahinda responsible for deteriorating rule of law and he also responsible.",2015,45.04,45.46,47.58
11/5/2014,Mahinda,great leader,2015,45.04,45.46,47.58
11/5/2014,Mahinda,wow,2015,45.04,45.46,47.58
11/5/2014,Mahinda,rest in peace,2015,45.04,45.46,47.58
11/5/2014,Mahinda,Best of luck for your camaign Mr. President. Also great budget. I am 40 Ever since I start to understand the world. This is the best budget I have evet seen. But after election if you dont change you willbe the great leader of our nation. God bless you Sir.,2015,45.04,45.46,47.58
11/5/2014,Mahinda,god bless you,2015,45.04,45.46,47.58
11/5/2014,Mahinda,nice looking,2015,45.04,45.46,47.58
11/5/2014,Mahinda,our king,2015,45.04,45.46,47.58
11/5/2014,Mahinda,"thank u sir .yestrday it was a greatest m0ment in my life coz i had the privillage to come to templ trees and see u frm my both eyes and touch ur hand,,it was a great pleasure,,organizing such a thing was really huge and pretty amazing and m greatfull behalf of all southern province sports clubs, ,and wish u all the very best in evrything,we want u as our leader again,,without a doubt u will be our president,,we are with u allways n forever,,",2015,45.04,45.46,47.58
11/5/2014,Mahinda,our hero,2015,45.04,45.46,47.58
10/24/2014,Mahinda,nice,2015,45.04,45.46,47.58
10/24/2014,Mahinda,A lot of relief is needed,2015,45.04,45.46,47.58
10/24/2014,Mahinda,"Sri Lankan population is 20 million, total estimated cost for medical test ( for entire population) is 500 million, cost for per head is 25 rupees. what do you gonna test for 25 rupees. What a joke....Mr. Mahinda Rajapaksa are you kidding ?",2015,45.04,45.46,47.58
10/24/2014,Mahinda,Thanks a lot for your salary increment by 2200,2015,45.04,45.46,47.58
10/24/2014,Mahinda,THE BEST EVER BUDGET PRESENTED BY THE PRESIDENT. THANK YOU FOR VEHICLE DUTY PROPOSAL FOR EXPATRIATES.PLEASE UPLOAD PDF COPY OF THE BUDGET SPEECH AND PROPOSAL,2015,45.04,45.46,47.58
10/24/2014,Mahinda,well done sir,2015,45.04,45.46,47.58
10/24/2014,Mahinda,good sir,2015,45.04,45.46,47.58
10/24/2014,Mahinda,yes,2015,45.04,45.46,47.58
10/24/2014,Mahinda,nice budget,2015,45.04,45.46,47.58
10/24/2014,Mahinda,lovely moments,2015,45.04,45.46,47.58
10/24/2014,Mahinda,good noon sir,2015,45.04,45.46,47.58
10/24/2014,Mahinda,blessing of buddha,2015,45.04,45.46,47.58
10/24/2014,Mahinda,what are doing about brain mind com problam long term using my life to glob uare the one ....,2015,45.04,45.46,47.58
10/24/2014,Mahinda,good sir,2015,45.04,45.46,47.58
10/24/2014,Mahinda,it’s a pleasure,2015,45.04,45.46,47.58
10/24/2014,Mahinda,he will take that too monks,2015,45.04,45.46,47.58
10/24/2014,Mahinda,everyday with you,2015,45.04,45.46,47.58
10/24/2014,Mahinda,now the situation has dramatically changed. This time you have to expect the opposite,2015,45.04,45.46,47.58
10/24/2014,Mahinda,you want make everything your family owned even the people's money and every govt asset!,2015,45.04,45.46,47.58
10/24/2014,Mahinda,"Under your rule, the whole country has been devastated all sectors. Now there is nothing to privatize.",2015,45.04,45.46,47.58
10/24/2014,Mahinda,you are taking this country backward thinking that it is a heritage from your family,2015,45.04,45.46,47.58
10/12/2014,Mahinda,GRATEFUL !,2015,45.04,45.46,47.58
10/12/2014,Mahinda,Congratulations...,2015,45.04,45.46,47.58
10/12/2014,Mahinda,"from our money...all name by ""mahindodaya"" ?",2015,45.04,45.46,47.58
10/12/2014,Mahinda,MR is in Jaffna today!!!! TNA boycott him as usual without understanding realities!!!!!! Why TNA contested NP PC Election? Why they assumed duty & w/o boycotting enjoying Govt Pajeros & Jeeps to their so called Ministers???!!!! They enjoy all but show big fuss to President that they vie for people??? Show yo even one who consider the benefits of people??? All are thinking safe till next 4 more years of their tenure? Ask at least one member to resign as a symbol of this Boycott?? No one will leave the chairs??!!!!!!!!!!!!!!,2015,45.04,45.46,47.58
10/12/2014,Mahinda,"Mr President , Pl provide same technology to Pannala National School .",2015,45.04,45.46,47.58
10/12/2014,Mahinda,best of luck sir...,2015,45.04,45.46,47.58
10/3/2014,Mahinda,Good evening my lord,2015,45.04,45.46,47.58
10/3/2014,Mahinda,Love you His Excellency,2015,45.04,45.46,47.58
10/3/2014,Mahinda,"He will bless our motherland behalf of our almyghty father,heavenly king..",2015,45.04,45.46,47.58
10/3/2014,Mahinda,May the lord shower many more blessings upon our country..amen!,2015,45.04,45.46,47.58
10/3/2014,Mahinda,Lord Buddha says respect other human and their believe and their religious as he learnt from other religious too! That way everyone can live peacefully without war! God Bless Sri Lanka!,2015,45.04,45.46,47.58
10/3/2014,Mahinda,Whatever don't post bad stupid comments because it's not good for name of our country Sri Lanka .this not just friend page ! This is Sri Lankan president,2015,45.04,45.46,47.58
12/31/2014,Maithripala,"I wish you a happy new year, dear Madam, who brings the comfort of freedom and good governance to our dear Mother Lak and to us who live there.",2015,51.04,54.42,51.28
12/31/2014,Maithripala,"Today, Maithri is supported only by scumbags, extremist Tamil sections, and jumping frogs from the government. Let's win Mahinda with the Sinhalese vote who loves the country including all true UNP party members. Don't vote for Sinhala Chanda Maithri to make the Hambas king when all Geri Hambas come together and line up to win Hambas privileges.",2015,51.04,54.42,51.28
12/31/2014,Maithripala,Mahinda Rajapaksha #2015,2015,51.04,54.42,51.28
12/31/2014,Maithripala,"We wish the same. We need a Great country, real paradise in the Indian ocean.",2015,51.04,54.42,51.28
12/31/2014,Maithripala,maithri forever,2015,51.04,54.42,51.28
12/31/2014,Maithripala,super,2015,51.04,54.42,51.28
12/31/2014,Maithripala,great we are are with u,2015,51.04,54.42,51.28
12/31/2014,Maithripala,waiting for that era!,2015,51.04,54.42,51.28
12/31/2014,Maithripala,oh my god sirisena,2015,51.04,54.42,51.28
12/31/2014,Maithripala,win for us in srilanka,2015,51.04,54.42,51.28
12/31/2014,Maithripala,great,2015,51.04,54.42,51.28
12/31/2014,Maithripala,win for sure,2015,51.04,54.42,51.28
12/31/2014,Maithripala,vote for maithri,2015,51.04,54.42,51.28
12/31/2014,Maithripala,good,2015,51.04,54.42,51.28
12/31/2014,Maithripala,great people for ever,2015,51.04,54.42,51.28
12/31/2014,Maithripala,cant think how to laugh,2015,51.04,54.42,51.28
12/31/2014,Maithripala,oh yeah,2015,51.04,54.42,51.28
12/31/2014,Maithripala,thanks,2015,51.04,54.42,51.28
12/31/2014,Maithripala,respect,2015,51.04,54.42,51.28
12/31/2014,Maithripala,win win,2015,51.04,54.42,51.28
12/25/2014,Maithripala,90% of new voters vl vote 2 #maithri . like me,2015,51.04,54.42,51.28
12/25/2014,Maithripala,you are precident,2015,51.04,54.42,51.28
12/25/2014,Maithripala,"GALLE NAGODA we are Ready..!!,but heavy rain our area.",2015,51.04,54.42,51.28
12/25/2014,Maithripala,We warmly welcome 2 our beruwala,2015,51.04,54.42,51.28
12/25/2014,Maithripala,"you are gonna go around island but you forgot Anuradhapura & Polonnaruwa... they're suffering from heavy rain n flooding.. you are from Polonnaruwa, but we didnt see you help those people even didnt talk about them.. but Mr.Sirisena i am from A'pura and you know what Namal Rajapaksa,Yoshitha Rajapaksa n co. here helping those people... you are just a puppet of Mr.Ranil, Mrs.Chandrika and co. how could we believe you?",2015,51.04,54.42,51.28
12/25/2014,Maithripala,wel come to the southern province our future PRESIDENT,2015,51.04,54.42,51.28
12/25/2014,Maithripala,If you lose kiri bath inside jail ..,2015,51.04,54.42,51.28
12/25/2014,Maithripala,in the country We have drugged our children and made them wild Rajapaksa is in power,2015,51.04,54.42,51.28
12/25/2014,Maithripala,please counter attack in stage bought the tissa hora givisuma & more publicity on last 10 days of your campain.,2015,51.04,54.42,51.28
12/25/2014,Maithripala,"We are muslims,sinhala,crist,tamils whoa are living in berwala warmly WELLCOME.. jayawewa..",2015,51.04,54.42,51.28
12/25/2014,Maithripala,like you,2015,51.04,54.42,51.28
12/25/2014,Maithripala,"we are with you sir, but do not believe other bad things you do your work correctly.",2015,51.04,54.42,51.28
12/24/2014,Maithripala,"If people who ask for water for their thirst are answered with a bullet, will their thirst be quenched?",2015,51.04,54.42,51.28
12/24/2014,Maithripala,win win,2015,51.04,54.42,51.28
12/24/2014,Maithripala,It will help to create better governance by adopting laws that require certain minimum qualifications to be met in the selection of those who are suitable for politics.,2015,51.04,54.42,51.28
12/24/2014,Maithripala,save our contry,2015,51.04,54.42,51.28
12/24/2014,Maithripala,We are with you always,2015,51.04,54.42,51.28
12/24/2014,Maithripala,"Super.. Sinhal, Muslim, Tamil.. We all support u Maithri we respect muslims & tamils..",2015,51.04,54.42,51.28
12/24/2014,Maithripala,win for sure,2015,51.04,54.42,51.28
12/24/2014,Maithripala,This leaders dont have SMILES at their faces...look at all the rest leaders .. look at their faces .they look like they just got out of prison before u vote look at their face vote to the leader who has the best smile....u cannot fake SMILES.. IT COMES FROM UR HEART.,2015,51.04,54.42,51.28
12/22/2014,Maithripala,"The story about the state intelligence agencies cannot be accepted. Under that definition, the intelligence department has to be shut down.. Anyone can define anything as a political or civil matter…",2015,51.04,54.42,51.28
12/22/2014,Maithripala,good news,2015,51.04,54.42,51.28
12/22/2014,Maithripala,all the best,2015,51.04,54.42,51.28
12/22/2014,Maithripala,Mr. Sirisena is going to lie in a few moments.All the idiots of this country should watch it.,2015,51.04,54.42,51.28
12/22/2014,Maithripala,sure win,2015,51.04,54.42,51.28
12/22/2014,Maithripala,next president for sure maithri,2015,51.04,54.42,51.28
12/22/2014,Maithripala,like you,2015,51.04,54.42,51.28
12/22/2014,Maithripala,all the best,2015,51.04,54.42,51.28
12/18/2014,Maithripala,poor mahinda rajapaksa,2015,51.04,54.42,51.28
12/18/2014,Maithripala,nice congratulations,2015,51.04,54.42,51.28
12/18/2014,Maithripala,win for mahinda,2015,51.04,54.42,51.28
12/18/2014,Maithripala,we are with you,2015,51.04,54.42,51.28
12/18/2014,Maithripala,like you,2015,51.04,54.42,51.28
12/11/2014,Maithripala,I like it new lanka president,2015,51.04,54.42,51.28
12/11/2014,Maithripala,crazy person,2015,51.04,54.42,51.28
12/11/2014,Maithripala,Hello maithri admin...please try to deliver news specially in tamil too as upfa carrying out campaign that maithri avoiding tamil language ...bla bla...! Sahodara demala ha wathukare demala ayawath langaraganne ne pls ! Our vote for maithri ta!,2015,51.04,54.42,51.28
12/11/2014,Maithripala,god bless,2015,51.04,54.42,51.28
12/11/2014,Maithripala,this guy crazy,2015,51.04,54.42,51.28
12/11/2014,Maithripala,All tha best sir u are hero my sri lanka we are always with u next president 2015 good luck sir budu saranai take care,2015,51.04,54.42,51.28
12/10/2014,Maithripala,This crowed I saw 1st time I am also SLFE member this time support to Maithri,2015,51.04,54.42,51.28
12/10/2014,Maithripala,win,2015,51.04,54.42,51.28
12/10/2014,Maithripala,Masha Allah definitely you will win,2015,51.04,54.42,51.28
12/10/2014,Maithripala,Mr. MAITHREE !!! -- DO NOT WORRY WHTER RAUF HAKEEM AND RISHAD BADUDEEN AND THE CLADS JOIN WITH YOU OR NOT -- THE MUSLIMS IN SRILANKA WILL VOTE FOR YOU [ WE EXPECT MORE THAN 85 PERCENT MUSLIM VOTES WILL BE CAST FOR YOU-- MUSLIMS ARE WITH YOU--,2015,51.04,54.42,51.28
12/10/2014,Maithripala,2015-2020 our leader,2015,51.04,54.42,51.28
12/10/2014,Maithripala,like modhi from india,2015,51.04,54.42,51.28
12/10/2014,Maithripala,i wish you our future president from village family,2015,51.04,54.42,51.28
12/10/2014,Maithripala,wow nice.....,2015,51.04,54.42,51.28
12/9/2014,Maithripala,Our country need democracy and for that we should vote to Maithipala and the way forward to develop is by a UNP Leadership.,2015,51.04,54.42,51.28
12/9/2014,Maithripala,"Super Sir, we salute you.",2015,51.04,54.42,51.28
12/9/2014,Maithripala,well done,2015,51.04,54.42,51.28
12/9/2014,Maithripala,buddhist leader,2015,51.04,54.42,51.28
12/7/2014,Maithripala,everyone work to gather including all religious betterment for the country,2015,51.04,54.42,51.28
12/7/2014,Maithripala,god bless you all,2015,51.04,54.42,51.28
12/1/2014,Maithripala,your win,2015,51.04,54.42,51.28
12/1/2014,Maithripala,agree,2015,51.04,54.42,51.28
12/1/2014,Maithripala,dear maithri son your win is sure,2015,51.04,54.42,51.28
12/1/2014,Maithripala,"It is better to put this on the banner of Cargills as ""Going Home"".",2015,51.04,54.42,51.28
12/1/2014,Maithripala,winning moment,2015,51.04,54.42,51.28
12/1/2014,Maithripala,well done,2015,51.04,54.42,51.28
11/30/2014,Maithripala,win for sure,2015,51.04,54.42,51.28
11/30/2014,Maithripala,The Great Educated people have now in one side,2015,51.04,54.42,51.28
11/26/2014,Maithripala,"May Triple Gems Bless you Sir, You will be the change agent!",2015,51.04,54.42,51.28
11/26/2014,Maithripala,we are with u presidant,2015,51.04,54.42,51.28
11/26/2014,Maithripala,Sir after you are selected dont give up the ongoing development.,2015,51.04,54.42,51.28
11/26/2014,Maithripala,Please use common language,2015,51.04,54.42,51.28
11/26/2014,Maithripala,win sure,2015,51.04,54.42,51.28
11/25/2014,Maithripala,we are with you....,2015,51.04,54.42,51.28
11/25/2014,Maithripala,agree,2015,51.04,54.42,51.28
11/25/2014,Maithripala,you’re the man,2015,51.04,54.42,51.28
11/25/2014,Maithripala,we are with you,2015,51.04,54.42,51.28
11/25/2014,Maithripala,"It's not about Maithripala Sirisena or Mahinda Rajapaksa, it's all about a TRUE LEADER for SRI LANKA, who is willing to sacrifice everything for his people",2015,51.04,54.42,51.28
11/25/2014,Maithripala,You are a true leader sir.,2015,51.04,54.42,51.28
11/25/2014,Maithripala,It is really outrageous. Mahinda party is shivering.,2015,51.04,54.42,51.28
11/24/2014,Maithripala,victory for maithri,2015,51.04,54.42,51.28
11/23/2014,Maithripala,"Tamil, Sinhala, Mslims.. Lets all be united & give Votes to Maithripala Sirisena. We have got So much tired on Current Government. We Need new life in Sri Lanka. Lets we can make change that in this Chance.",2015,51.04,54.42,51.28
11/23/2014,Maithripala,congratulations mr president,2015,51.04,54.42,51.28
11/23/2014,Maithripala,no one can stop your win,2015,51.04,54.42,51.28
11/22/2014,Maithripala,"What we need is your solution to the present degradation..!..your plan to make my motherland free from suspicion and fear, corruption and fraud....!!! Please engage in an intellectual conversation….",2015,51.04,54.42,51.28
11/22/2014,Maithripala,An evil stepmother named Maithripala hangs a boy named Ranil from the shoulder of a little girl named Maithripala and is orphaned in the cemetery named EJPA.,2015,51.04,54.42,51.28
11/22/2014,Maithripala,"Maithripala sirisena is perfect, MR done many years enough now, we need new leaders, otherwise our young people do not have future, we make leaders not boarn.. MAITHRII OBETE JAYE...",2015,51.04,54.42,51.28
11/22/2014,Maithripala,Please be very careful with men who come from Wimal Weerawansa's party. They too are like their so called leader. Better leave them a side.,2015,51.04,54.42,51.28
11/22/2014,Maithripala,Current setup by MS looks perfact for SL democracy. Their to be four divisions within the system. The judiciary which will function as before without any political interference. I think the 43rd Chief Justice . Mrs S Bandaranyaka should nbe reinstated.…,2015,51.04,54.42,51.28
11/22/2014,Maithripala,"Mr. Mahinda, you are winning the war..that is very good..but as of today, is it possible for a man with heart and soul to vote for Mr. Mahinda? The little ones drive car races with the money they have to eat and drink.. A girl can't walk on the road.",2015,51.04,54.42,51.28
11/22/2014,Maithripala,win,2015,51.04,54.42,51.28
11/22/2014,Maithripala,god bless you sir and you must win,2015,51.04,54.42,51.28
11/22/2014,Maithripala,congratulations,2015,51.04,54.42,51.28
11/22/2014,Maithripala,The solid foundation for a national government. Well done!!! Keep up the good work!!,2015,51.04,54.42,51.28
11/22/2014,Maithripala,Good Luck Mr.President,2015,51.04,54.42,51.28
11/22/2014,Maithripala,son of people good luck,2015,51.04,54.42,51.28
11/22/2014,Maithripala,"be a good president, that’s enough",2015,51.04,54.42,51.28
11/21/2014,Maithripala,"The state the country is in is sick and sick, vote for Mahinda again, stop talking idiots!!! You win!! Thank you to the rest of you who finally made a decision!! Let the people take the right decision without being stupid people who can't see Ace anymore.",2015,51.04,54.42,51.28
11/21/2014,Maithripala,Good Decision Sir... We will support,2015,51.04,54.42,51.28
11/21/2014,Maithripala,Good luck an you will win it's sure.,2015,51.04,54.42,51.28
11/21/2014,Maithripala,"All the very best for your future sir! No matter what others say, We're with u till the end",2015,51.04,54.42,51.28
11/21/2014,Maithripala,Super sir.. and pls change ur shirt colour. (Green),2015,51.04,54.42,51.28
11/21/2014,Maithripala,"If the executive presidential system is abolished and Ranil is given the prime ministership, what will happen to our temple of tooth ? Then Sri Lanka will become the 51st state of America",2015,51.04,54.42,51.28
11/21/2014,Maithripala,we like to meet you sir,2015,51.04,54.42,51.28
11/21/2014,Maithripala,You are finish,2015,51.04,54.42,51.28
11/21/2014,Maithripala,Well Done... Very Excellent Decision sir.... We warmly welcome you and we will support your victory.... Jayawewa,2015,51.04,54.42,51.28
11/21/2014,Maithripala,GOD OF MINNERIYA,2015,51.04,54.42,51.28
11/21/2014,Maithripala,Need a change,2015,51.04,54.42,51.28
11/21/2014,Maithripala,"rising again sri lanka ,,,,,wish u all da best and wish u healthy future !!!!!!!",2015,51.04,54.42,51.28
11/21/2014,Maithripala,gd luck sir,2015,51.04,54.42,51.28
11/21/2014,Maithripala,Well done sir,2015,51.04,54.42,51.28
11/21/2014,Maithripala,We want law and order in this country,2015,51.04,54.42,51.28
11/21/2014,Maithripala,The time came. You can do it sir. We all with you always,2015,51.04,54.42,51.28
11/21/2014,Maithripala,you are our president.thank you for Mr.Maitreepala Sirisena,2015,51.04,54.42,51.28
11/21/2014,Maithripala,All the best for the New Sri Lankan President...,2015,51.04,54.42,51.28
11/21/2014,Maithripala,dont stop sir go ahead . stay calm .EVERY ACTION HAS A REACTION . you will have a good reaction for good actions that you did,2015,51.04,54.42,51.28
11/15/2014,Maithripala,This is the most suited man to become next president of Sri Lanka .,2015,51.04,54.42,51.28
